MeSH Disease Term	MeSH Disease Term.1	similarity_score	shared_genes	shared_symptoms	repurposing_score
Bipolar Disorder	Depressive Disorder, Major	0.844746556442135	0	8	0.6274889487713149
Muscular Atrophy, Spinal	Spinal Muscular Atrophies of Childhood	0.867434174516462	0	7	0.6269591158601255
Fragile X Syndrome	Klinefelter Syndrome	0.9140399412861858	0	5	0.6269554726101316
Metabolism, Inborn Errors	Chromosome Disorders	0.913981406043038	0	5	0.6269052385590762
Tooth Abnormalities	Ectodermal Dysplasia	0.8669626553267362	0	7	0.6265544652978908
Protein S Deficiency	Protein C Deficiency	0.8898422799602964	0	6	0.6261894094813341
Goiter	Deafness	0.9130793623109068	0	5	0.626131118414402
Diabetes Insipidus	Diabetes Insipidus, Nephrogenic	0.9828531503192048	0	2	0.626009916906611
Tooth Abnormalities	Hand Deformities, Congenital	0.8893828242394229	0	6	0.6257951116036984
Dermatitis, Atopic	Dermatitis	0.9126415468824992	0	5	0.6257553919050246
Brain Neoplasms	Intracranial Arteriovenous Malformations	0.842662084433893	0	8	0.6257000867515357
Heart Block	Long QT Syndrome	0.9591268009727552	0	3	0.6256483265153476
Sick Sinus Syndrome	Arrhythmogenic Right Ventricular Dysplasia	0.9590180164056182	0	3	0.6255549692624223
Arrhythmias, Cardiac	Heart Block	0.9121024008969386	0	5	0.6252927050601679
Diabetes Mellitus	Hyperlipidemia, Familial Combined	0.9581932932252952	0	3	0.6248472044335935
Tooth Abnormalities	Craniofacial Dysostosis	0.9115133973725816	0	5	0.6247872312375057
Hyperglycemia	Metabolic Syndrome X	0.8881381428075205	0	6	0.624726945021729
Arrhythmias, Cardiac	Tachycardia, Ventricular	0.8880332765182308	0	6	0.6246369503749677
Pulmonary Disease, Chronic Obstructive	Pulmonary Emphysema	0.9113271733346936	0	5	0.6246274166143154
Glomerulonephritis	Hematuria	0.9485780726083508	1	3	0.624595569052816
Colitis, Ulcerative	Crohn Disease	0.8878389396977285	0	6	0.6244701734857284
Ovarian Neoplasms	Adrenal Hyperplasia, Congenital	0.9342925984665796	0	4	0.6243359934741037
Myocardial Ischemia	Coronary Aneurysm	0.9108938955271504	0	5	0.6242555842218137
Metabolic Diseases	Diabetes Mellitus	0.9333816566534858	0	4	0.6235542371323399
Dwarfism	Chromosome Disorders	0.9093058231683596	0	5	0.622892724794549
Neovascularization, Pathologic	Polycythemia	0.9325109553106202	0	4	0.6228070145471172
Disorders of Sex Development	Leydig Cell Tumor	0.9324986563754498	0	4	0.6227964597889226
Spinal Dysraphism	Spina Bifida Cystica	0.932274296832272	0	4	0.6226039178579306
Glaucoma	Glaucoma, Open-Angle	0.8623152056210952	0	7	0.6225660949890629
Dystonic Disorders	Pantothenate Kinase-Associated Neurodegeneration	0.9555040161993794	0	3	0.6225393079910873
Hematologic Diseases	Blood Platelet Disorders	0.908843106457293	0	5	0.6224956283849685
Tachycardia	Death, Sudden, Cardiac	0.932146666063712	0	4	0.6224943870829769
Craniofacial Abnormalities	Tooth Abnormalities	0.8854346534952615	0	6	0.6224068518122943
Colonic Neoplasms	Gastrointestinal Neoplasms	0.8621040538881033	0	7	0.622384887798913
Mitral Valve Prolapse	Heart Valve Diseases	0.9318202831952076	0	4	0.6222142902934467
Hypertriglyceridemia	Endometrial Neoplasms	0.9316455803177062	0	4	0.6220643629540183
Heart Diseases	Cardiomyopathy, Hypertrophic	0.8849318305339128	0	6	0.6219753368316789
Gastrointestinal Hemorrhage	Peptic Ulcer Hemorrhage	0.9314823639983144	0	4	0.6219242932032067
Retinal Degeneration	Retinal Drusen	0.8846957690657306	0	6	0.6217727524874925
Hypertension, Pulmonary	Myocardial Reperfusion Injury	0.931289375405482	0	4	0.6217586733423484
Microcephaly	Syndactyly	0.9077757197803464	0	5	0.6215796134520462
Optic Nerve Diseases	Retinal Diseases	0.8607037328440679	0	7	0.6211831536805041
Hyperlipidemias	Obesity	0.9305713738113444	0	4	0.6211424953477218
Amino Acid Metabolism, Inborn Errors	Maple Syrup Urine Disease	0.9071195722036992	0	5	0.621016517629894
Bacteremia	Neutropenia	0.9295715090199108	0	4	0.620284426664987
Mental Retardation	Fragile X Syndrome	0.9060213813499116	0	5	0.6200740670231975
Phenylketonurias	Chromosome Disorders	0.9291866221482012	0	4	0.6199541226340426
Heart Block	Ventricular Fibrillation	0.9056581306525988	0	5	0.6197623308264474
Obesity	Endometrial Hyperplasia	0.9289485798315658	0	4	0.6197498383559876
Craniofacial Abnormalities	Cri-du-Chat Syndrome	0.8822318467025421	0	6	0.619658251972367
Cataract	Myopia	0.8353413723354655	0	8	0.6194175635135958
Bone Diseases, Developmental	Hand Deformities, Congenital	0.9050325145395364	0	5	0.6192254366397208
Bone Diseases, Developmental	Craniofacial Dysostosis	0.928045969460581	0	4	0.6189752319305095
Heart Block	Death, Sudden, Cardiac	0.9278044395901222	0	4	0.6187679546870648
Multiple System Atrophy	Supranuclear Palsy, Progressive	0.9505980080876512	0	3	0.6183290468097913
Hyperglycemia	Diabetes Mellitus	0.9032002141769366	0	5	0.6176529844722068
Paralyses, Familial Periodic	Paralysis, Hyperkalemic Periodic	0.949702896789603	0	3	0.6175608759740963
Acne Vulgaris	Alopecia	0.9262591443854464	0	4	0.6174418059596838
Retinal Degeneration	Night Blindness	0.8794202313968776	0	6	0.6172453666879179
Fragile X Syndrome	Chromosome Disorders	0.9022681833073646	0	5	0.6168531298244846
Urticaria	Dermatitis, Allergic Contact	0.9022648595647732	0	5	0.6168502774393906
Craniofacial Abnormalities	Phenylketonurias	0.9252504799361648	0	4	0.616576185545072
Entamoebiasis	Enterocolitis	0.9018032148830386	0	5	0.6164541010289986
Neovascularization, Pathologic	Hypertension, Pulmonary	0.9480952528069286	0	3	0.6161812204783346
Respiratory Insufficiency	Respiratory Distress Syndrome, Adult	0.9014696972206016	0	5	0.6161678812683589
Hemophilia A	von Willebrand Diseases	0.9244876935752586	0	4	0.6159215739480655
Liver Neoplasms, Experimental	Mammary Neoplasms, Experimental	0.8545498432894795	0	7	0.6159019797167417
Mental Retardation	Syndactyly	0.9006381316838428	0	5	0.615454244433811
Coronary Disease	Coronary Restenosis	0.8772662676470356	0	6	0.6153968679175634
Pulmonary Emphysema	Pulmonary Fibrosis	0.8302100680814362	0	8	0.6150139566262545
Ophthalmoplegia, Chronic Progressive External	Mitochondrial Encephalomyopathies	0.9463731163950798	0	3	0.6147033093296819
Craniofacial Abnormalities	Amino Acid Metabolism, Inborn Errors	0.9229534566600622	0	4	0.614604915275708
Retinal Diseases	Optic Disk Drusen	0.8529170838858167	0	7	0.614500770550535
Abnormalities, Multiple	Syndactyly	0.922725385358976	0	4	0.6144091879708069
Idiopathic Pulmonary Fibrosis	Pulmonary Emphysema	0.829351935202592	0	8	0.6142775201047668
Retinal Degeneration	Optic Atrophies, Hereditary	0.8520883021801471	0	7	0.6137895227572818
Bundle-Branch Block	Arrhythmogenic Right Ventricular Dysplasia	0.8985508476562011	0	5	0.6136629691819601
Ovarian Neoplasms	Leydig Cell Tumor	0.9215692519917432	0	4	0.613417011984627
Heart Defects, Congenital	Methemoglobinemia	0.9444553633107056	0	3	0.6130575229423441
Vascular Diseases	Peripheral Vascular Diseases	0.8745383524180961	0	6	0.613055812759743
Abnormalities, Multiple	Hand Deformities, Congenital	0.921071518165322	0	4	0.6129898644218275
Metabolic Syndrome X	Endometrial Hyperplasia	0.9208508035330512	0	4	0.6128004504976692
Supranuclear Palsy, Progressive	Striatonigral Degeneration	0.9673893326066674	0	2	0.6127391048844923
Endometrial Neoplasms	Metabolic Diseases	0.9207486121665268	0	4	0.6127127514287436
Spinocerebellar Ataxias	Myoclonic Epilepsies, Progressive	0.8507834803853338	0	7	0.6126697446350079
Bone Diseases, Developmental	Tooth Abnormalities	0.8969305761745016	0	5	0.6122724769595252
Skin Diseases	Drug Eruptions	0.8734973184914868	0	6	0.6121624133544021
Neurofibromatoses	Fibrous Dysplasia, Polyostotic	0.9665388300322344	0	2	0.6120092165736338
Ventricular Fibrillation	Death, Sudden, Cardiac	0.8965880766710519	0	5	0.611978549120201
Scoliosis	Kyphosis	0.8636028801868536	1	6	0.6116711576214289
Staphylococcal Skin Infections	Dermatitis	0.8495744836011765	0	7	0.6116322020723528
Meningomyelocele	Spina Bifida Cystica	0.8958327320831284	0	5	0.6113303239390331
Long QT Syndrome	Atrioventricular Block	0.9562430064967552	1	2	0.6111734981700554
Essential Tremor	Tremor	0.8954420309116635	0	5	0.6109950301649006
Kidney Failure, Chronic	Renal Insufficiency	0.8954181870390664	0	5	0.6109745677178519
Job's Syndrome	Immunologic Deficiency Syndromes	0.9417697587611862	0	3	0.6107527781629534
Tachycardia	Torsades de Pointes	0.9182447289420802	0	4	0.6105639571132215
Obesity	Hypoalphalipoproteinemias	0.9881073252859508	0	1	0.610518969561731
Torsades de Pointes	Death, Sudden, Cardiac	0.9180515814853896	0	4	0.6103982009178279
Lung Diseases	Bronchiectasis	0.8479535347670341	0	7	0.6102411285564037
Sinoatrial Block	Sick Sinus Syndrome	0.8944147963881411	0	5	0.6101134731963881
Craniofacial Abnormalities	Blepharophimosis	0.8942112291107019	0	5	0.6099387748700776
Cushing Syndrome	Polycystic Ovary Syndrome	0.894040572377511	0	5	0.609792319869858
Diabetes Mellitus, Type 2	Metabolic Syndrome X	0.800637269170307	0	9	0.6096350325718585
Syncope	Brugada Syndrome	0.9170339484357136	0	4	0.6095248837874276
Refractive Errors	Anisometropia	0.916668143833392	0	4	0.6092109558684313
Hypertriglyceridemia	Metabolic Diseases	0.939837152887796	0	3	0.6090942453390822
Neurogenic Inflammation	Hyperalgesia	0.893209508209041	0	5	0.6090791133019131
Learning Disorders	Attention Deficit Disorder with Hyperactivity	0.8231203452920384	0	8	0.6089296648830358
Optic Atrophy, Hereditary, Leber	Optic Atrophies, Hereditary	0.8696118064943527	0	6	0.6088279263420618
Glaucoma	Macular Degeneration	0.8229540404502071	0	8	0.6087869446094697
Spinal Dysraphism	Vesico-Ureteral Reflux	0.9157119049007768	0	4	0.6083903262309855
Endometrial Neoplasms	Endometrial Hyperplasia	0.915490265019651	0	4	0.6082001182724011
Chromosome Aberrations	Xeroderma Pigmentosum	0.9387297623855284	0	3	0.6081438997346615
Renal Tubular Transport, Inborn Errors	Nephrocalcinosis	0.8684840711274121	0	6	0.6078601210857163
Glomerulosclerosis, Focal Segmental	Hematuria	0.938178878330338	0	3	0.6076711394578453
Alopecia	Hirsutism	0.9147609402407784	0	4	0.6075742228936909
Microcephaly	Metabolism, Inborn Errors	0.9143685224977064	0	4	0.6072374559840403
Hand Deformities, Congenital	Blepharophimosis	0.8676730118561028	0	6	0.607164082414773
Optic Neuropathy, Ischemic	Choroidal Neovascularization	0.8908852825506566	0	5	0.6070844983638182
Kidney Diseases	Nephrotic Syndrome	0.867536066162747	0	6	0.6070465577137227
Pulmonary Disease, Chronic Obstructive	Emphysema	0.890690010681808	0	5	0.6069169190303786
Microcephaly	Fibromatosis, Gingival	0.9372764516516175	0	3	0.606896690674261
Lung Neoplasms	Carcinoma, Non-Small-Cell Lung	0.7974068347676491	0	9	0.6068627231393241
Dwarfism	Congenital Hypothyroidism	0.8672078191400878	0	6	0.6067648611355874
Hyperlipidemia, Familial Combined	Hypoalphalipoproteinemias	0.9834025559736196	0	1	0.6064814084424764
Heart Septal Defects, Ventricular	Heart Septal Defects	0.8900632658159862	0	5	0.6063790561652851
Craniofacial Abnormalities	Down Syndrome	0.8897931152572209	0	5	0.6061472170845555
Leukemia, Lymphocytic, Chronic, B-Cell	Common Variable Immunodeficiency	0.8663924312560829	0	6	0.6060651077153845
Metabolic Diseases	Dyslipidemias	0.9129530536296848	0	4	0.606022722234596
Neurodegenerative Diseases	Supranuclear Palsy, Progressive	0.8663252912794699	0	6	0.6060074892135783
Heart Block	Arrhythmogenic Right Ventricular Dysplasia	0.936226423253952	0	3	0.6059955723513253
Fibrosarcoma	Melanoma, Experimental	0.8662724010290274	0	6	0.6059620996089882
Neural Tube Defects	Meningomyelocele	0.9361521013043252	0	3	0.6059317903900432
Craniofacial Abnormalities	Hand Deformities, Congenital	0.8894111000760283	0	5	0.605819377494524
Amyotrophic Lateral Sclerosis	Motor Neuron Disease	0.8473458361734261	2	6	0.6057196109110334
Pulmonary Disease, Chronic Obstructive	Idiopathic Pulmonary Fibrosis	0.8892645068349385	0	5	0.6056935734154549
Ectodermal Dysplasia	Craniofacial Dysostosis	0.8659576283277467	0	6	0.6056919664875273
Microcephaly	Polydactyly	0.8892541031022476	0	5	0.6056846450910635
Craniofacial Dysostosis	Hand Deformities, Congenital	0.9121218233062712	0	4	0.6053093730750179
Drug-Induced Liver Injury	Hyperbilirubinemia	0.8886765190286657	0	5	0.605188971266529
Xeroderma Pigmentosum	Fibromatosis, Gingival	0.9348959004709948	0	3	0.6048537380338233
Respiratory Insufficiency	Lung Diseases, Obstructive	0.8882112681145781	0	5	0.6047897000426469
Neovascularization, Pathologic	Reperfusion Injury	0.9114379772224112	0	4	0.6047225068173012
Sick Sinus Syndrome	Torsades de Pointes	0.9346317810492396	0	3	0.6046270747826998
Urticaria	Pruritus	0.9578578658203716	0	2	0.6045593457611391
Incontinentia Pigmenti	Classical Lissencephalies and Subcortical Band Heterotopias	0.9577080469404056	0	2	0.6044307734880852
Schizophrenia	Psychoses, Substance-Induced	0.8644379134528835	0	6	0.6043877704082384
Abnormalities, Multiple	Craniosynostoses	0.91101970447499	0	4	0.604363551538069
Nephrocalcinosis	Dent Disease	0.9575226553497372	0	2	0.6042716732583763
Hyperlipidemias	Hyperlipidemia, Familial Combined	0.9342057545407924	0	3	0.6042614653442584
Mental Retardation	Chromosome Breakage	0.9807338441283135	0	1	0.6041911607236649
Abnormalities, Multiple	Metabolism, Inborn Errors	0.9104951752400956	0	4	0.6039134085652411
Developmental Disabilities	Cri-du-Chat Syndrome	0.8402130737084325	0	7	0.6035983831760084
Bipolar Disorder	Depressive Disorder	0.84011866076025	0	7	0.6035173594268234
Insulin Resistance	Hypoalphalipoproteinemias	0.9798846217168824	0	1	0.6034623710291293
Macular Degeneration	Retinal Diseases	0.8397396863477313	0	7	0.6031921293779946
Metabolic Diseases	Hyperlipidemia, Familial Combined	0.9328711338546508	0	3	0.603116114268873
Mental Retardation	Klinefelter Syndrome	0.9093575504621856	0	4	0.6029371163675448
Cushing Syndrome	Endometrial Hyperplasia	0.8860137434072314	0	5	0.6029038179243188
Dystonia	Pantothenate Kinase-Associated Neurodegeneration	0.9557433908591229	0	2	0.6027447356656349
Abnormalities, Multiple	Chromosome Breakage	0.9554966780282677	0	2	0.602533010484791
Choroid Diseases	Retinal Diseases	0.8854556385837379	0	5	0.6024248608945024
Rickets	Hypocalcemia	0.932059842864701	0	3	0.602419876740534
Down Syndrome	Developmental Disabilities	0.8619305675292228	0	6	0.6022360044571727
Fetal Growth Retardation	Fetal Membranes, Premature Rupture	0.8383031890930719	0	7	0.6019593493885216
Fatty Liver	Lipid Metabolism Disorders	0.8848954072659795	0	5	0.6019440789398077
Mammary Neoplasms, Experimental	Liver Cirrhosis, Experimental	0.9080683722607348	0	4	0.6018307633380082
Mental Retardation	Craniofacial Dysostosis	0.9080617683423876	0	4	0.6018250959562126
Diabetes Insipidus, Neurogenic	Diabetes Insipidus, Nephrogenic	0.97755294155746	0	1	0.6014613587521732
Neurofibromatosis 1	Fibrous Dysplasia, Polyostotic	0.9074396565346136	0	4	0.601291209110727
Epilepsy	Epilepsy, Absence	0.8607944645613567	0	6	0.6012610182535978
alpha-Thalassemia	Hydrops Fetalis	0.9540077239954192	0	2	0.601255212889991
Liver Neoplasms	Pancreatic Diseases	0.8374671073162695	0	7	0.6012418367857917
Hearing Loss, Sensorineural	Cogan Syndrome	0.8840457124484169	0	5	0.6012148838335502
Colorectal Neoplasms, Hereditary Nonpolyposis	Cafe-au-Lait Spots	0.9538543391082116	0	2	0.6011235803240227
Neurofibromatoses	Cafe-au-Lait Spots	0.9770450143377593	0	1	0.6010254633750504
Mitochondrial Diseases	Mitochondrial Encephalomyopathies	0.8837472527974287	0	5	0.6009587503225324
Bone Diseases, Developmental	Syndactyly	0.8833150226526151	0	5	0.6005878170181735
Dermatitis, Seborrheic	Alopecia	0.8598977942920166	0	6	0.6004915095325665
Bundle-Branch Block	Torsades de Pointes	0.906176388419304	0	4	0.6002070917211242
Heart Diseases	Aortic Valve Stenosis	0.8828448643079104	0	5	0.6001843343123376
Abnormalities, Multiple	Hypertelorism	0.9061165269613716	0	4	0.6001557195328096
Myocardial Ischemia	Myocardial Stunning	0.8827586984336722	0	5	0.6001103880759687
Glomerulonephritis, IGA	Nephrotic Syndrome	0.8822628620242199	0	5	0.5996848688474132
Craniofacial Dysostosis	Orofaciodigital Syndromes	0.9053708747571608	0	4	0.599515812207212
Drug-Induced Liver Injury	Jaundice, Chronic Idiopathic	0.9519340629609172	0	2	0.5994756286826475
Celiac Disease	Vipoma	0.9051555927104332	0	4	0.5993310604449391
Klinefelter Syndrome	Chromosome Disorders	0.904694213586502	0	4	0.5989351119321953
Hydrops Fetalis	Anemia, Diamond-Blackfan	0.9512212783468476	0	2	0.5988639278205824
Hyperglycemia	Insulin Resistance	0.8813055350998166	0	5	0.598863305512043
Amino Acid Metabolism, Inborn Errors	Fibromatosis, Gingival	0.9278638628859814	0	3	0.5988189508513848
Phenylketonurias	Chromosome Breakage	0.9509068487777264	0	2	0.5985940891698965
Metabolic Syndrome X	Hypoalphalipoproteinemias	0.9741901454355872	0	1	0.5985754585151379
Mental Retardation	Polydactyly	0.8571519759147916	0	6	0.5981350901665075
Tooth Abnormalities	Hypertelorism	0.8804058141051259	0	5	0.5980911787051411
Craniofacial Dysostosis	Syndactyly	0.9036094350015332	0	4	0.5980041715296147
Abnormalities, Multiple	Klinefelter Syndrome	0.9035432823061194	0	4	0.5979474002974448
Neuromuscular Diseases	Muscular Diseases	0.856629857088673	0	6	0.5976870157696518
Pulmonary Disease, Chronic Obstructive	Pulmonary Fibrosis	0.8797014330972311	0	5	0.5974866896894602
Diabetes Mellitus	Endometrial Hyperplasia	0.9029744532851096	0	4	0.5974592399252214
Bone Diseases, Developmental	Hypertelorism	0.8793988692461041	0	5	0.5972270340166091
Melanoma	Sarcoma	0.7673659747641701	12	5	0.5970821162090103
Stomach Neoplasms	Stomach Diseases	0.8792085371895695	0	5	0.5970636939546006
Coronary Disease	Myocardial Infarction	0.8092357064096614	0	8	0.5970140799978342
Acne Vulgaris	Dermatitis, Seborrheic	0.9023950774486864	0	4	0.5969620284372008
Neutropenia	Pancytopenia	0.8790612364502948	0	5	0.5969372827114022
Long QT Syndrome	Torsades de Pointes	0.9484573941404906	0	2	0.5964920046360684
Developmental Disabilities	Autistic Disorder	0.8551200454950865	0	6	0.5963913185349995
Craniofacial Abnormalities	Fibromatosis, Gingival	0.9016448270151164	0	4	0.5963181749814432
Syncope	Arrhythmogenic Right Ventricular Dysplasia	0.9713533976911648	0	1	0.5961410049558543
von Willebrand Diseases	Thrombasthenia	0.8780447740471568	0	5	0.5960649702119696
Endometrial Neoplasms	Dyslipidemias	0.9010528855879266	0	4	0.5958101798954709
Neuromuscular Diseases	Muscular Dystrophies	0.8776866173298553	0	5	0.5957576055910123
Myocardial Reperfusion Injury	Reperfusion Injury	0.9009456293204958	0	4	0.5957181342059958
Cholestasis, Intrahepatic	Pruritus	0.9241530664627038	0	3	0.5956344020742907
Citrullinemia	Carbamoyl-Phosphate Synthase I Deficiency Disease	0.9470266338533044	0	2	0.595264148024401
Craniofacial Abnormalities	De Lange Syndrome	0.8770013395415935	0	5	0.5951695106664593
Bone Diseases, Developmental	Craniofacial Abnormalities	0.876902522832649	0	5	0.5950847076770924
Skin Diseases	Eczema	0.8301789901474154	0	7	0.5949872860182523
Hyperventilation	Panic Disorder	0.9000165620757975	0	4	0.5949208228958462
Polydactyly	Smith-Lemli-Opitz Syndrome	0.876675485020005	0	5	0.5948898672961774
Diabetes Mellitus, Type 2	Glucose Intolerance	0.7834311592741433	0	9	0.5948690120257952
